SID20131143,Sem_1,SEMI0012995,Paper 1,44
SID20131151,Sem_1,SEMI0012995,Paper 1,78
SID20131171,Sem_1,SEMI0012995,Paper 1,81
SID20131176,Sem_1,SEMI0012995,Paper 1,92
SID20131177,Sem_1,SEMI0012995,Paper 1,89
SID20131184,Sem_1,SEMI0012995,Paper 1,61
SID20131189,Sem_1,SEMI0012995,Paper 1,96
SID20131191,Sem_1,SEMI0012995,Paper 1,63
SID20131208,Sem_1,SEMI0012995,Paper 1,97
SID20131220,Sem_1,SEMI0012995,Paper 1,98
SID20131231,Sem_1,SEMI0012995,Paper 1,64
SID20131244,Sem_1,SEMI0012995,Paper 1,61
SID20131246,Sem_1,SEMI0012995,Paper 1,42
SID20131265,Sem_1,SEMI0012995,Paper 1,47
SID20131278,Sem_1,SEMI0012995,Paper 1,86
SID20131303,Sem_1,SEMI0012995,Paper 1,52
SID20131314,Sem_1,SEMI0012995,Paper 1,82
SID20131331,Sem_1,SEMI0012995,Paper 1,98
SID20131364,Sem_1,SEMI0012995,Paper 1,89
SID20131384,Sem_1,SEMI0012995,Paper 1,91
SID20131407,Sem_1,SEMI0015183,Paper 2,74
SID20131420,Sem_1,SEMI0012995,Paper 1,40
SID20131433,Sem_1,SEMI0012995,Paper 1,93
SID20131438,Sem_1,SEMI0012995,Paper 1,76
SID20131443,Sem_1,SEMI0012995,Paper 1,60
SID20131446,Sem_1,SEMI0012995,Paper 1,82
SID20131477,Sem_1,SEMI0012995,Paper 1,81
SID20131501,Sem_1,SEMI0012995,Paper 1,61
SID20131506,Sem_1,SEMI0012995,Paper 1,80
SID20131526,Sem_1,SEMI0012995,Paper 1,64
SID20131529,Sem_1,SEMI0012995,Paper 1,46
SID20131535,Sem_1,SEMI0012995,Paper 1,53
SID20131582,Sem_1,SEMI0012995,Paper 1,87
SID20131603,Sem_1,SEMI0012995,Paper 1,50
SID20131618,Sem_1,SEMI0012995,Paper 1,95
SID20131649,Sem_1,SEMI0012995,Paper 1,52
SID20131675,Sem_1,SEMI0012995,Paper 1,86
SID20131703,Sem_1,SEMI0012995,Paper 1,56
SID20131753,Sem_1,SEMI0012995,Paper 1,80
SID20131754,Sem_1,SEMI0012995,Paper 1,82
SID20131764,Sem_1,SEMI0012995,Paper 1,47
SID20131767,Sem_1,SEMI0012995,Paper 1,55
SID20131800,Sem_1,SEMI0012995,Paper 1,59
SID20131804,Sem_1,SEMI0012995,Paper 1,81
SID20131811,Sem_1,SEMI0012995,Paper 1,85
SID20131817,Sem_1,SEMI0012995,Paper 1,57
SID20131823,Sem_1,SEMI0012995,Paper 1,97
SID20131826,Sem_1,SEMI0012995,Paper 1,47
SID20131830,Sem_1,SEMI0012995,Paper 1,90
SID20131834,Sem_1,SEMI0012995,Paper 1,64
SID20131850,Sem_1,SEMI0012995,Paper 1,93
SID20131851,Sem_1,SEMI0012995,Paper 1,97
SID20131862,Sem_1,SEMI0012995,Paper 1,91
SID20131872,Sem_1,SEMI0012995,Paper 1,83
SID20131874,Sem_1,SEMI0012995,Paper 1,53
SID20131889,Sem_1,SEMI0012995,Paper 1,73
SID20131931,Sem_1,SEMI0012995,Paper 1,90
SID20131936,Sem_1,SEMI0012995,Paper 1,93
SID20131943,Sem_1,SEMI0012995,Paper 1,99
SID20131946,Sem_1,SEMI0012995,Paper 1,63
SID20131949,Sem_1,SEMI0012995,Paper 1,57
SID20131978,Sem_1,SEMI0012995,Paper 1,50
SID20131983,Sem_1,SEMI0012995,Paper 1,60
SID20131998,Sem_1,SEMI0012995,Paper 1,54
SID20132012,Sem_1,SEMI0012995,Paper 1,46
SID20132013,Sem_1,SEMI0012995,Paper 1,52
SID20132032,Sem_1,SEMI0012995,Paper 1,41
SID20132095,Sem_1,SEMI0012995,Paper 1,68
SID20132136,Sem_1,SEMI0012995,Paper 1,62
SID20132137,Sem_1,SEMI0012995,Paper 1,60
SID20132171,Sem_1,SEMI0012995,Paper 1,87
SID20132193,Sem_1,SEMI0012995,Paper 1,63
SID20132211,Sem_1,SEMI0012995,Paper 1,59
SID20132217,Sem_1,SEMI0012995,Paper 1,52
SID20132222,Sem_1,SEMI0012995,Paper 1,90
SID20132245,Sem_1,SEMI0012995,Paper 1,50
SID20132258,Sem_1,SEMI0012995,Paper 1,52
SID20132300,Sem_1,SEMI0012995,Paper 1,96
SID20132304,Sem_1,SEMI0012995,Paper 1,62
SID20132356,Sem_1,SEMI0012995,Paper 1,85
SID20132360,Sem_1,SEMI0012995,Paper 1,54
SID20132369,Sem_1,SEMI0012995,Paper 1,44
SID20132371,Sem_1,SEMI0012995,Paper 1,58
SID20132382,Sem_1,SEMI0012995,Paper 1,45
SID20132388,Sem_1,SEMI0012995,Paper 1,70
SID20132422,Sem_1,SEMI0012995,Paper 1,49
SID20132424,Sem_1,SEMI0012995,Paper 1,63
SID20132440,Sem_1,SEMI0012995,Paper 1,41
SID20132511,Sem_1,SEMI0012995,Paper 1,87
SID20132513,Sem_1,SEMI0012995,Paper 1,53
SID20132530,Sem_1,SEMI0012995,Paper 1,89
SID20132536,Sem_1,SEMI0012995,Paper 1,42
SID20132556,Sem_1,SEMI0012995,Paper 1,99
SID20132572,Sem_1,SEMI0012995,Paper 1,54
SID20132579,Sem_1,SEMI0012995,Paper 1,41
SID20132626,Sem_1,SEMI0012995,Paper 1,68
SID20132627,Sem_1,SEMI0012995,Paper 1,69
SID20132638,Sem_1,SEMI0015183,Paper 2,73
SID20132654,Sem_1,SEMI0012995,Paper 1,79
SID20132664,Sem_1,SEMI0012995,Paper 1,79
SID20132672,Sem_1,SEMI0012995,Paper 1,82
SID20132704,Sem_1,SEMI0012995,Paper 1,69
SID20132710,Sem_1,SEMI0012995,Paper 1,100
SID20132735,Sem_1,SEMI0012995,Paper 1,66
SID20132741,Sem_1,SEMI0012995,Paper 1,20
SID20132743,Sem_1,SEMI0012995,Paper 1,76
SID20132744,Sem_1,SEMI0012995,Paper 1,57
SID20132766,Sem_1,SEMI0012995,Paper 1,82
SID20132775,Sem_1,SEMI0012995,Paper 1,53
SID20132777,Sem_1,SEMI0012995,Paper 1,70
SID20132800,Sem_1,SEMI0015183,Paper 2,68
SID20132816,Sem_1,SEMI0012995,Paper 1,81
SID20132830,Sem_1,SEMI0012995,Paper 1,86
SID20132838,Sem_1,SEMI0012995,Paper 1,98
SID20132839,Sem_1,SEMI0012995,Paper 1,47
SID20132852,Sem_1,SEMI0012995,Paper 1,86
SID20132856,Sem_1,SEMI0012995,Paper 1,71
SID20132880,Sem_1,SEMI0012995,Paper 1,44
SID20132884,Sem_1,SEMI0012995,Paper 1,55
SID20132894,Sem_1,SEMI0012995,Paper 1,45
SID20132910,Sem_1,SEMI0012995,Paper 1,45
SID20132911,Sem_1,SEMI0012995,Paper 1,91
SID20132913,Sem_1,SEMI0012995,Paper 1,53
SID20132917,Sem_1,SEMI0012995,Paper 1,43
SID20132928,Sem_1,SEMI0012995,Paper 1,70
SID20132939,Sem_1,SEMI0012995,Paper 1,55
SID20132952,Sem_1,SEMI0012995,Paper 1,48
SID20132992,Sem_1,SEMI0012995,Paper 1,84
SID20132995,Sem_1,SEMI0012995,Paper 1,79
SID20133005,Sem_1,SEMI0012995,Paper 1,72
SID20133006,Sem_1,SEMI0012995,Paper 1,44
SID20133032,Sem_1,SEMI0012995,Paper 1,82
SID20133050,Sem_1,SEMI0012995,Paper 1,50
SID20133068,Sem_1,SEMI0012995,Paper 1,65
SID20133084,Sem_1,SEMI0012995,Paper 1,48
SID20133095,Sem_1,SEMI0012995,Paper 1,78
SID20133098,Sem_1,SEMI0012995,Paper 1,67
SID20133106,Sem_1,SEMI0012995,Paper 1,52
SID20133111,Sem_1,SEMI0012995,Paper 1,92
SID20133120,Sem_1,SEMI0012995,Paper 1,67
SID20133121,Sem_1,SEMI0012995,Paper 1,45
SID20133123,Sem_1,SEMI0012995,Paper 1,66
SID20133184,Sem_1,SEMI0012995,Paper 1,53
SID20133204,Sem_1,SEMI0012995,Paper 1,41
SID20133211,Sem_1,SEMI0012995,Paper 1,57
SID20133222,Sem_1,SEMI0012995,Paper 1,66
SID20133223,Sem_1,SEMI0012995,Paper 1,58
SID20133226,Sem_1,SEMI0012995,Paper 1,47
SID20133235,Sem_1,SEMI0012995,Paper 1,74
SID20133262,Sem_1,SEMI0012995,Paper 1,98
SID20133276,Sem_1,SEMI0012995,Paper 1,94
SID20133282,Sem_1,SEMI0012995,Paper 1,100
SID20133286,Sem_1,SEMI0012995,Paper 1,100
SID20133306,Sem_1,SEMI0012995,Paper 1,58
SID20133308,Sem_1,SEMI0012995,Paper 1,73
SID20133311,Sem_1,SEMI0012995,Paper 1,65
SID20133314,Sem_1,SEMI0012995,Paper 1,80
SID20133325,Sem_1,SEMI0012995,Paper 1,44
SID20133342,Sem_1,SEMI0012995,Paper 1,66
SID20133350,Sem_1,SEMI0012995,Paper 1,58
SID20133376,Sem_1,SEMI0012995,Paper 1,45
SID20133385,Sem_1,SEMI0012995,Paper 1,53
SID20133388,Sem_1,SEMI0012995,Paper 1,47
SID20133390,Sem_1,SEMI0012995,Paper 1,84
SID20133413,Sem_1,SEMI0012995,Paper 1,93
SID20133435,Sem_1,SEMI0012995,Paper 1,84
SID20133442,Sem_1,SEMI0012995,Paper 1,74
SID20133455,Sem_1,SEMI0012995,Paper 1,47
SID20133467,Sem_1,SEMI0012995,Paper 1,69
SID20133468,Sem_1,SEMI0012995,Paper 1,95
SID20133486,Sem_1,SEMI0012995,Paper 1,53
SID20133497,Sem_1,SEMI0012995,Paper 1,62
SID20133506,Sem_1,SEMI0012995,Paper 1,85
SID20133507,Sem_1,SEMI0012995,Paper 1,72
SID20133520,Sem_1,SEMI0012995,Paper 1,53
SID20133527,Sem_1,SEMI0012995,Paper 1,44
SID20133542,Sem_1,SEMI0012995,Paper 1,43
SID20133549,Sem_1,SEMI0012995,Paper 1,52
SID20133560,Sem_1,SEMI0012995,Paper 1,26
SID20133561,Sem_1,SEMI0012995,Paper 1,40
SID20133618,Sem_1,SEMI0012995,Paper 1,40
SID20133625,Sem_1,SEMI0012995,Paper 1,49
SID20133626,Sem_1,SEMI0012995,Paper 1,94
SID20133628,Sem_1,SEMI0012995,Paper 1,43
SID20133658,Sem_1,SEMI0012995,Paper 1,50
SID20133680,Sem_1,SEMI0012995,Paper 1,74
SID20133690,Sem_1,SEMI0012995,Paper 1,77
SID20133719,Sem_1,SEMI0012995,Paper 1,78
SID20133729,Sem_1,SEMI0012995,Paper 1,100
SID20133731,Sem_1,SEMI0012995,Paper 1,96
SID20133750,Sem_1,SEMI0012995,Paper 1,89
SID20133751,Sem_1,SEMI0012995,Paper 1,68
SID20133756,Sem_1,SEMI0012995,Paper 1,60
SID20133758,Sem_1,SEMI0012995,Paper 1,48
SID20133797,Sem_1,SEMI0012995,Paper 1,66
SID20133807,Sem_1,SEMI0012995,Paper 1,64
SID20133809,Sem_1,SEMI0012995,Paper 1,91
SID20133812,Sem_1,SEMI0012995,Paper 1,52
